text,label
"@D_Sheralia @MisterParamecio Ainsss, qué adorable eres ðŸ¥ºðŸ˜
PD: Sorry not sorry https://t.co/AfBRqY7DZS",none
@dadushaaa l'autre il fait que tromper sa meuf lesbienne,none
@Melanie_Vogel_ La lesbienne qui défend les gens qui l'aurait pendue dans leurs pays d'origine.....le syndrome de S €¦ https://t.co/cvUBs0Rj61,none
@Le_patriote13 à‡a me dégoà»te. Ces vieux mecs remplis de haine qui font les marioles devant les flics qu'ils aillent €¦ https://t.co/EpfW0eAafa,none
Taleur au taff y'a des pd mais pd gay il m'ont taquiner il me disait jolie lunette 92 cst vrmt le département de tt les excès,homophobia
@younesgrc Pourquoi y'a des pede qui veulent salir les religions des gens ils croient on est au mcdrive pour modifi €¦ https://t.co/V1kG8qjSLM,homophobia
"@jetecass2 @zeynokuray Zeynep aécrit ""facho"" (faÅŸo) , twitter traduit étrangement ""péde"" ! :(",homophobia
@MEDlSYX En dehors du fait que c'est un tweet de gros taré et du fait que tu l'approchera jamais assez pràªt pour lu €¦ https://t.co/AeknAAiRSp,none
"@zeynokuray Zeynep tu as écrit ""facho"" (faÅŸo) , twitter traduit étrangement ""péde"" ! du coup tu passes pour une homophobe :(",homophobia
@descendantefem Dis moi que t'es lesbienne sans me dire que t'es lesbienne,none
@altmann_arthur j'écoute les 2 et + dja dja :) gro pd,homophobia
@chahiiinezee ahhh oui c'est son blaz que t'as effacé okkk j'ai compris ptdrrrrr mais en vrai avoir tiktok ça va ta €¦ https://t.co/JzEBPyAS62,none
Mdrrrr continuez à  croire que Ney est votre petit pd https://t.co/HypSPFJ8PJ,homophobia
"@HadyTv_officiel 
Deux jours là  tes sujets sont bien PD façon façon là ... Tu as empoché oubien",homophobia
"@BMNass7070 @BVanerot Le Barca a affronté Que le Real et Man U. En très gros adversaire. 

La campagne de Benzema e €¦ https://t.co/fiF88OZzp4",none
@PatrickLokala_ @petertiani007 Théà¢tre avec un journaliste PEDE https://t.co/UdgsmbX3Ds,homophobia
ðŸ’« ð—žð—²ð—²ð—»ð—®ð—»  ð—˜ð˜ƒð—®ð—»ð˜€ ðŸ‡ºðŸ‡¸ (@K3vans12) a été ð—µð—²Ìð—¿ð—¼ð—¶Ìˆð—¾ð˜‚ð—² hier soir lors de la victoire du @bczalgiris à  la ð—­ð—®ð—¹ð—´ð—¶ð—¿ð—¶ð—¼ ð—”ð—¿ð—²ð—»ð—® ! €¦ https://t.co/eeKAr4S4H6,none
"@Nikiunderscore Meilleur film de lesbienne ðŸ˜³
Je prends totalement le look de Harper le jour où j'ai le passing qui va bien",none
Les homophobes à  ma table alors que je suis lesbienne ptdr,none
Oooh ça fait longtemps que j'avais pas entendu le mot tafiole dans cette maison il est temps de resortir la casquette de pd chiant,homophobia
"J'allais me tapé avec un boug alors que je suis en jupe mdrrrrr les fesses a l'air , petit pd va",homophobia
Rien de plus traumatisant que de voir des meuf belle lesbienne qu'elle gachi,none
"@gloupsback @libe Une lesbienne noire muz aurait tt aussi bien fait l'affaire, ils st vraiment racistes, homophobes €¦ https://t.co/AeCjVlt3eY",none
La littérature lesbienne déferle sur les librairies  :  «  Je trouve enfin ce que je cherchais quand j'avais 20 ans   » €¦ https://t.co/xOdbR0KPlK,none
@_BeFootball Le club de pd j'suis ko,homophobia
@Zapa1905 @davidbuonomo @MidiLibreSports @Argentina @Midilibre @TeamMessi arràªte de pleurer pédé lave ta bouche ava €¦ https://t.co/RjuscyC0Kt,homophobia
Tweet qu'aurait pu faite le pd @fran_fran33_ https://t.co/hrmjqlMizC,homophobia
@mahaams_ TSR t'encule sale pd,homophobia
@benallaoff T'es plutà´t culotté pd !,homophobia
@RayderFNBR @drakenFN1 A quelle moment j'ai dit que c'était pas un csc et toi va mendier de l'argent à  jeje pd va jte dois rien,homophobia
@rezorxGC @illusPlatypus Belle réf go le faire percé ðŸ˜¹ + tu sais ou j'habite vient pd https://t.co/jPAFwnUr4C,homophobia
imaginez pierre dupont ses initiales c'est pd comme les hommes qui sucent des zizis,homophobia
"@charliemedusa Je ne suis pas lesbienne et je ne prends pas le métro mais je rigole quand màªme trop ici ðŸ˜‚ 
Faut con €¦ https://t.co/vae7fXxAPi",none
"GOTHAM CITY : LA CHAUVE-SOURIS AVEC UN GUN !

Après avoir fait les frais de la loi homophobe  €œDon't ask, don't tell €¦ https://t.co/aD44wmfAn3",none
"@greg_cad J'ai juré ce gros pd de Vahin il a fav ton tweet màªme pas le miens
@vhntsox vas-y enfuis-toi vite en Suis €¦ https://t.co/aGINmHQJnD",homophobia
"@ZouZut @RMFrench_ @Ramon_AlvarezMM On dit réal de Madrid en Français sale PD nique ta mère la pute
Je vais pénétré €¦ https://t.co/Bxn0TsE1GL",homophobia
@Kr95vvs @GazoMlg Eh sale fils de pute arràªte de parler viens irl je te retourne on va voir c'est qui le pd,homophobia
@hpiautodiag un jour qd il s'y attendra pas y aura des gens pour le monter en l'air c'est ça qu'il sait pas  ˜ºï¸ pcq €¦ https://t.co/Kr5K3M1PlU,homophobia
@7zr_Noahh @7_sense8 @TeddxxFN @RylasFNBR @R3zax1 Ta qu'elle à¢ge p'tit pd,homophobia
@okayimkiso Mon frère de quelle coupe tu m parle ?? A coup sà»r c'est une lesbienne,none
@woodroses @tondreauesteban @Furyoz_ @Jacare13221508 Je préfère tjr àªtre fils de shlague que àªtre pd sa se discute pas,homophobia
"@PENELOPPE192 Interessant.. Il a un truc sympa en lui.. Attention, je suis un mec.. Donc bon.. De toute façon je su €¦ https://t.co/eOVlm0t2sD",none
" «  C'est vria t'as changé de sexe ?   »
 «  Anghea est lesbienne   » https://t.co/SEj6En0p3j",none
@NihelOzl_ Apres c des pd faut vrm 'afficher,homophobia
Vasy qu'ils ne leur race eux ils ont tous des tàªtes de pd https://t.co/JRxXaCQycf,homophobia
@PyranaNinja360 dit à  @HyppoNoe j'aime les pd,homophobia
@7zr_Noahh @TeddxxFN @7_sense8 @RylasFNBR @R3zax1 Y'a noel pd je suis pas un Geek moi,homophobia
@SotteDame Genre elle est lesbienne ou bi j'sais plus mais ultra homophobe et la plupart des gens qui la suivaient €¦ https://t.co/AT2xZJghyJ,none
"Taraji
Pour le vainqueur 
Pour l'Afrique 
Nice (pd)
L'olympique lyonnais (dégoà»té) https://t.co/uqboRWCIHA",none
"@NicolasZeMinus @BSaulnerond Bientà´t : femme, noire lesbienne, porteuse d'un handicap, victime de grossophobie, HPI €¦ https://t.co/wHjZ6GABDe",none
Vient d'avoir la pire tournure de phrase pour me dire que je suis lesbienne. (Conversation commence) tu es plus att €¦ https://t.co/ihbssX7rob,none
@Balo95170 J'me suis excuser pck j'étais en tord elle m'a pris pr un pd jferme m'a gueul?,homophobia
@_Smkv Eh réveil toi pd.  €¼ï¸,homophobia
@lazzzyslip prend ton appartement au lieu de rà¢ler pd,homophobia
@_Ashqlf_ @GazoMlg P'tit pd de matrixeyy mdrrr,homophobia
"@RadekTeenDrama @salty_crybaby Je peux pas juger, t'as n'importe quelle lesbienne de The Locked Tomb qui dit ""One f €¦ https://t.co/ytd7duTlVv",none
"@Yvatchh Donc une lesbienne par exemple aura une tl 100% lesbienne c'est bien connu, utilises ton cerveau un minimum par pitié",none
Dc la jouvre airbnb c pas le petit pd dbabtou du bnb de saint malo il laisse ca en commentaire alors que tout etait €¦ https://t.co/PpoA5PbgiL,homophobia
"@videostwi @malaisetele à‡a donne envie d'àªtre une femme lesbienne, et d'avoir elle comme copine. ðŸ¤£ðŸ¤£ðŸ¤£",none
Elon Musk in Paradise PDðŸ˜­,none
@LimeroChaos @SlavaKataloniji @CyberWolfgang8 @KiwiLePunk @MalditoLisiado @loune_20 Le sexe  ‰  le genre. Les mots so €¦ https://t.co/PCEgDJRBCy,none
@RevPermanente @HAS_sante @Assur_Maladie @Sante_Gouv  Explosion  des détransitions de personnes ayant transitionné €¦ https://t.co/mSEfhVXNsa,none
@maricafuturista sinon y'a la journée de la visibilité lesbienne aussi le jour de mon anniversaire c'est pas mal,none
"ðŸŽ„ðŸŽ…Pour #Noël, allez-vous jouer au #Scrabble  “
Oui, vous le pouvez dorénavant
Alors, joyeux Noël  —ï¸
Bravo à  l'éditeu €¦ https://t.co/b1IGv3vLwI",none
Les hommes me dégoà»tent pitié j'aimerais àªtre lesbienne plutà´t,none
"@albynn2 De toute manière que sa soit un homme hétéro, gays, noir/blanc, femme hétéro, lesbienne, noir/blanc, trans €¦ https://t.co/3vGLAeZ9Qv",none
"@pierre_far Ouais j'ai eu 80% de ""on a rien vu qui viole les règles"" alors que c'était des messages du style ""faut brà»ler les pd wallah"" ðŸ˜",homophobia
@intersomniaa @69coups J'en ai vu beaucoup et elles sont tous sous mon charme mes bref flm de parler à  une meuf qui €¦ https://t.co/p45oVNcl2X,none
Bang PD le père ðŸ¥¹ https://t.co/JxOyoTG2ev,homophobia
"@karmaboy363 @loune_20 @allocutionn Ouais donc traduction ""j'ai un problème avec tout le monde surtout les lgbt""
Ca €¦ https://t.co/igJD1Gy4wN",homophobia
@ada_mantin @MessiGO45449243 @beneeski @ArobaseGiovanny Alors t'as digéré la défaite sale pd ?ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£,homophobia
"ðŸ’¥ Quelle ð—½ð—²ð—¿ð—³ð—¼ð—¿ð—ºð—®ð—»ð—°ð—² de ð—•ð—¿ð˜†ð—®ð—»ð˜  ð——ð˜‚ð—»ð˜€ð˜ð—¼ð—» ðŸ‡ºðŸ‡¸ðŸ‡¦ðŸ‡² hier soir lors de la ð—¹ð—®ð—¿ð—´ð—²  ð˜ƒð—¶ð—°ð˜ð—¼ð—¶ð—¿ð—² de l'@AnadoluEfesSK !

ðŸ“Š 13 PTS | 8 €¦ https://t.co/ugwI6mrChl",none
"Joli tag corse ""ARABES=PD"" à  la sortie de Bastia qui a le mérite d'àªtre à  la fois raciste et à  la fois homophobe.",homophobia
C'est bon je suis lesbienne plus jamais un homme ne m'attirera https://t.co/m1zaDWKCzH,none
@jesotbcp mais elle était pas lesbienne ta soeur ? ðŸ˜¹,none
mais c'est vrai les pd français ils veulent trop parler anglais ðŸ˜‚ðŸ˜‚ðŸ˜‚,homophobia
@HerzVLT @naobad94 @YoungCmoi @mndiya_ sauf que généralement les hommes refusent d'àªtre cà´té passage puisque ça fai €¦ https://t.co/aiv4X6aNVD,none
@ilonnepas Il y a un arabe de ma promo qui dit la màªme chose mot pour mot quand je le traite de pédé avec sa veste en jean,homophobia
ma daronne qui met despechà¡ à  fond dans la caisse jsuis choqué ðŸ˜­ elle traîne avec qui comme pd pour écouter ça omg,homophobia
"@IlanLamar On s'en tape, je continuerai à  utiliser, pouffiasse, tarlouze, nègre, pédé, et je les emmerde",homophobia
"@BrainlessMonkez Certainement anticipé , ž¡ï¸ Kamala  doit trépigner d'impatience.(il ne lui manque que la case lesbie €¦ https://t.co/Fhd8YD3Jfe",none
"@PaadoudouT 2 buts
3 pd 
ðŸ¤£ðŸ¤£ pire ballon de l'histoire",none
"La question sur les amourettes  œ…
J'attends plus que la fameuse question 
""Mais du coup t'es PD vu que t'as toujours €¦ https://t.co/w0gMeGwkPI",homophobia
@CrocsBg Là  pas de question dans ton tweet pd va éden tout les jours,homophobia
@Madmax912 @queencrysta9 Elle est lesbienne frero  €¦ lis bien s'il te plaît ðŸ˜‚,none
@xnamxj00n Mon père m'a dit qu'il attendait ses petits-enfants mdrr déjà  papa je suis célibataire jusqu'au cou et e €¦ https://t.co/yhX2kQasS5,none
"@dremaneGN Maintenant il y a des pd dans les dessins animés, qu'es ce qui peut àªtre pire que ça ?",homophobia
@skitseuzerosept @1899FZ @Maskoo_91 J'capte pas comment on peut refuser le rebeux et s'extasier sur l'autre ptit pd en surpoids,homophobia
@_matystre @Madmax912 Et oui je suis lesbienne frero mdrðŸ˜…,none
@crownofsorrow_ Un lgbt ne peux pas pratiquer une religion qui lui interdit formellement d'àªtre ce qu'il est . Il n €¦ https://t.co/dUXsC8eeTn,none
@achlehi78 Mais toi t'es pd c'est sur.. respect ce pantalon magnifique,homophobia
@bakhawCDGfou tiens son adresse mais fais gaffe il vient de cucq c'est pas des pd là -bas apparement 335 Chemin du Baillarquet,homophobia
@bnnt_dy mais on dirait un pdðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£,homophobia
Il y a quelques semaines je suis retombé sur mon arc en déménageant et wtf à  un moment de ma vie je faisais 5/10 he €¦ https://t.co/NmdeOqNOuJ,none
@ImSINCLVIR SAINT PD SAINT PD ðŸŒˆðŸ³ï¸ € š§ï¸,homophobia
@Super_Yoyo_fr @CNEWS Quant je vois ta photo! je comprends mieux ta réaction mon mignon.Tu es comme toutes les racl €¦ https://t.co/5ijQejsCXA,none
Trois chercheurs japonais ont démontré que lorsqu'un chien (ou un chat) et son maître se regardent pd de longues se €¦ https://t.co/i9ChWUpaPk,none
Je suis tellement un p'tit pd à  marier ðŸ¤ª https://t.co/e5XUweY0iG,homophobia
@azuiypok Un truc à  te reprocher pour m'insulter de pd ?,homophobia
@LouisBoyard Ferme ta gueule de p'tit pd toi !! 3 boukakes en moins sur le sol français !! Tant mieux! C'est màªme c €¦ https://t.co/UgC7Lyc1R7,homophobia
@ratdebibliothek ptit enfant de pute que tu es toi on va te faire venir en suisse et te faire payer 100 ‚¬ la baguett €¦ https://t.co/iMYCkIiSJU,homophobia
@MizufcAstolfo Casse toi de là  pd,homophobia
 «  Paris vous àªtes des pédé   » eh vazyðŸ’€ðŸ˜‚ https://t.co/rVNjnV1vig,homophobia
"@CyrilLachaux @FansdeFUT En gros tu dois disputer 6 matchs pour avoir le jeton, après ça tu un objectif là  où il y' €¦ https://t.co/C8DprRdug3",none
je dit pd plus de fois qu'un hetero lui màªme mdrrr,homophobia
"@ThierryLaDefron en plus il est màªme pas pd, c'est de l'appropriation culturelle",homophobia
"@Marabouchpic1 @AnoNyme31457658 @TotoLeCrado @pazouzdoom @DamienRieu @destinationcine là , sur une autre partie de l €¦ https://t.co/oulUveCrWE",none
Le morceau  «  dur dur d'àªtre un pd   » de Jordi ça passerait jamais de nos jours €¦ je dis ça comme ça €¦,homophobia
"Je sais pas si vous voyez la violence des propos à  l'encontre des personnes trans gay, trans lesbienne. De la part €¦ https://t.co/tZiSNxypuZ",homophobia
"Cà¢ble USB type-c 20W PD pour recharge rapide et éclairage, transfert de données, compatible avec iPhone 14/13/12/11 €¦ https://t.co/k1yCU9coyC",none
@saweetiejr T'es lesbienne ??,none
"@slowd33pandhard Je pense que c'est la peur de ce que ça implique socialement, ou le sentiment de non légitimité, c €¦ https://t.co/rwd4XLvwjv",none
"@karmaboy363 @loune_20 @allocutionn Les mecs qui forcent dans mes dm je les aimes pas  œ…
Les pd dans mes dm je les a €¦ https://t.co/ecPOJGn0MB",homophobia
@Maxouks Si vous regardez mon tweet vous àªtes pd,homophobia
@SlavaKataloniji @GCorleto @CyberWolfgang8 @KiwiLePunk @MalditoLisiado @loune_20 Eux-màªme savent très bien ce qu'il €¦ https://t.co/MrSeBbtvad,none
Astarfoullah j'ouvre insta jregaede au niveau des storys en haut j'croyais j'etais abonné à  un gothic pd vampiro mais non c'est @Babou945_,homophobia
@ObieWanMeowbie J'aurais dis Lisbonne c'est lesbienne mais très bien ðŸ¥¸,none
"@MarleneSchiappa @BanonTristane @leJDD tout à  fait! le triolisme, l'échangisme, et autres pratiques sexuelles regar €¦ https://t.co/X1Jnnuddv0",none
@Florydangoma520 @GiseleNdayaL @gisele_mulumba @GTshimanga10 @KiloshoG @FalialaKiza @HichamRhan @juvenalmunubo €¦ https://t.co/6WDKy8ncE4,none
"J'ai rompu ds année d'amitié quand j'ai apris que ma cops etait lesbienne, pas de ça ici frere archeum",homophobia
"YOUNG AVENGERS : ðŸŒŸ PORTAILS MULTIVERSELS &amp; FLàˆCHES MULTIFONCTIONS ! ðŸ¹

Dans les comics, America Chavez, l'héroà¯ne m €¦ https://t.co/Hif7EpgUed",none
@RamErhmantraut Sah elle ressemble trop à  une lesbienne,none
"@Melanie_Vogel_ C'est gens là  sont totalement pffffff '' pour àªtre poli''  d' évoquer leur sexualité sans cesse , l €¦ https://t.co/rs5nCMri8k",none
@achlehi78 @_jadxe C'est quoi cette emoji de pd mgl,homophobia
"Mes frais de justice c'est putain de 10% de mon chiffre d'affaire. Cette année, en plus de m'àªtre fait voler je me €¦ https://t.co/URCaE7tbQI",none
"@laaldaw Je ràªve de regarder un match de city,pour observer les pd de Kdb",homophobia
"@manutension_ Tes tweets : 

50% ptn les hommes ðŸ¤¤ la T ça rends pd 

50% ptn les hommes ðŸ¤¢ðŸ¤®",none
"j'me confesse, on dirait une lesbienne locksé. et je crois que j'aime ça. https://t.co/nbYJdxZEQf",none
"@_princessior_ toi jsp si t'es ma mutue ou mon clone mais je vais tà¢ché d'àªtre objective,
Une ligne édito semblable €¦ https://t.co/kwyjp5NcF6",none
@enfantdusiIence elle a dit que t'es un pd,homophobia
@Louise75100 @TeamEricZemmour Tj le mec arguments''tu fait mal au dico 'après des années mais pr débattre ya plus p €¦ https://t.co/0g4U0MzX7J,none
"@bcketido Y'a un écart de baisés 
Cesc minimum 10 pd par saison 
Il avait un link avec tout nos attaquants",none
"@cyrilnicoli Il dit, qu'ils ne sont pas des PD, mais par contre de gros enculés oui.
Racailles en nombre contre un €¦ https://t.co/9tynPtGiSO",homophobia
Envie de crier bravo les pd aux deux  garçons trop mimis qui se tiennent la main et se font des bisous dans le métr €¦ https://t.co/NE2wLbxDvP,homophobia
@HannaDimitriev @PDuhring @Majorum1200 @nico13400d @Kovacschildhood Je comprends plus rien là . Enfin je réagissais €¦ https://t.co/BzrZhYxIIr,none
@Kagamiskin Je t'assure c'est un anime de pd,homophobia
@PapedDiallo @__tristanwali D'accord PD,homophobia
@PapedDiallo @__tristanwali Mdrrr c'est toujours mieux de s'appeler PD,homophobia
@ReynaldoKev La tu svce ptit pd quand on t'insulte t'as chaud mais quand c une femme tu pete ta bouche gros chien https://t.co/mu6dGKdxrK,homophobia
"@Herve_pede Les màªmes en avion, limite s'ils pouvaient se détacher pendant l'atterrissage ils le feraient ðŸ˜‚",none
@Jeune_Solitaire Genant elle doit àªtre lesbienne pr regarder autant,homophobia
"ðŸ“ˆ Malgré la défaite, ð— ð—¶ð—¸ð—²  ð—ð—®ð—ºð—²ð˜€ ðŸ‡ºðŸ‡¸ et ð——ð—¼ð—»ð˜ð—®  ð—›ð—®ð—¹ð—¹ ðŸ‡ºðŸ‡¸ ont obtenu les deux meilleures évaluations de l' €¦ https://t.co/HgVMueou59",none
"Du coup maintenant que j'ai enfin une chevillère a ma cheville droite, je suis une pute ou une lesbienne ? Je m'en souviens plus",homophobia
@mommy_dollars C'est un pd xana ?,homophobia
@GordonG64403666 ntm arràªte de propager des fakes news pd,homophobia
"@sandrousseau c'est plus la saison des barbecue alors faut bien trouver quelque chose a dire
au moins ça a pas disp €¦ https://t.co/6ib3Jl8Ryo",homophobia
@JunpeiFrance Ta femme est peut àªtre lesbienne,homophobia
Chargeur rapide pour iPhone 13 12 11 Max Pro XS 8 Plus pour iPad Pro Air 2020 iPad mini 2021 €¦ https://t.co/8vboj2UtvF,none
En 2023 faut arreter et laisser les gens vivre leurs vies et faire c'qui veulent c'est ce que j'aurais dit si jt un €¦ https://t.co/zN7EsJ81wR,none
Mais le mec c'est un PD ? https://t.co/8VCxzS7p2w,homophobia
"@Bouhletteunder_ @enbytch_ Eh oui c hyper réfléchi hein, je sais déjà  comment je me ferais attaquer par une lesbienne en armure !!!",homophobia
"@madara931 La grossophobie ordinaire de notre société. On n'a pas le droit de ne pas aimer un arabe, un gay, une le €¦ https://t.co/V9Hy5Ep3ry",homophobia
Oh jvais l'enculer je dois attendre pendant 2h à  la gare et ce pd il vient vomir à  cà´té de moi c'est pas possible,homophobia
"Cà¢ble USB C pour iPhone, Fil de Type C, Recharge Rapide, PD, Modèles 14, 13, 12, 11 XR Pro Max, 2 A, 20W 

--&gt;   ðŸ‘ €¦ https://t.co/Xzg7N18Tzk",none
"@MaxAiden3 @EmperorCrossV2 Dsl, je sais pas pourquoi j'étais sur que tu étais lesbienne.
Pour répondre à  cross :
https://t.co/iKTykI3Ust",none
"johann 
21 ans
patineuse
aime regarder des films en mangeant des bonbons et des chips
LESBIENNE loin de moi les hom €¦ https://t.co/RakH7RbLpS",none
"@Le_patriote13 ""Nous on est pas des pd"" dit-il à  5 contre 1 handicapé 
Bande de ðŸ’©",homophobia
"@EightMike Merci et également a toi, Mike!   PD - A familiar sight ....ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£",none
@SastukiM juste que d'habitude j'ai l'air bien lesbienne et là  bon,none
"La New Balance 2002r passe à  112 ‚¬ au lieu de 140 ‚¬

https://t.co/7TaVChmmQA
https://t.co/7TaVChmmQA https://t.co/hFToiA1ou7",none
"La New Balance 2002r passe à  98 ‚¬ au lieu de 140 ‚¬

https://t.co/7TaVChmmQA
https://t.co/7TaVChmmQA https://t.co/hY7zGZCyAL",none
@Chabriol4 Nooo apparemment la go est lesbienne cho ðŸš¼,homophobia
@francislesuiss @Melanie_Vogel_ @TerryReintke Le vrai fachisme c'est de faire perdre le temps précieux de la popula €¦ https://t.co/T1x1Op2opy,none
@Neereenette @SarahHRakM @PatrioteEngager @Marc_Claret75 @PascalNocera @Marie08979035 @Cyrille68695905 €¦ https://t.co/NXA2KXx43R,none
@NicolasNOWAK28 C'est un pédé en màªme temps le #macron,homophobia
"@anarscipionc 3.  «  à‡a va mon p'tit pd ?   » (histoire vraie)
2.  «  Je suis pas &lt;insérer discrimination&gt; MAIS   » 
1.  «  M €¦ https://t.co/W4NDxc1F3U",homophobia
"@Passeport_ @Limportant_fr Et c'est quoi UN Vrai imam
1 qui prà´ne la haine  de l'occident, des femmes, des homos,le €¦ https://t.co/gJU4wf5gPI",homophobia
c'est vraiment le pd de l'année https://t.co/vXD6gJRqmo,homophobia
Imagine tes lesbienne féministe et sataniste en màªme temps,none
@kaayo0O c de l'autodérision š°ï¸je suis lesbienne pitié,none
@Mawathilde @Randzahroc Wah ça doit faire longtemps que je t'ai pas parlé parce que au dernières nouvelles que j'ai €¦ https://t.co/yLUnp0934l,none
"""A frappé un de ses camarades parce qu'il se faisait insulter de pd : est ce VRAIMENT une raison valable ?????""

Ou €¦ https://t.co/4ZwSZuO9IV",homophobia
"@imnoeme Je pense qu'il faudrait demander à  un homme directement parce que j'ai toujours le màªme comportement, la m €¦ https://t.co/0pIscaQQNq",none
"Ce soir encore ðŸ˜¤

44 PTS à  58,6% au tir
10 Reb
6 PD
2 Steals

Shai = All-Star HIM https://t.co/gkufD4tEnk",none
"@Luthyx Je trouve pas d'image sur google, mais dans Love is for sucker, ils regardent les émissions sur la tv. Et y €¦ https://t.co/e6he4KQpU2",none
@pourritekaty Ya de la romance lesbienne qui arrive là ,none
"@rayan2bruxelles @OM_LeReseau Màªme 60 ou 70 attend c'est ounahi meilleur joueur de ligue1, il a 2 ballons d'or, cet €¦ https://t.co/kqQ0P49Z7W",none
9h du matin ma mère m'a déjà  demandé 5 fois si j'étais lesbienne j'ai màªme pas encore mangé oh stop,none
@belin2spop Je vois trop cette take passé et je comprends pas que personne n'en créer un ðŸ˜­ on a aucune lesbienne qui sait faire des applis??,none
@Papgeye Kou bakh dou anddd akk doulkattttt et lesbienne bou bonnn bi .elle évolue dans sa progression satanique ta €¦ https://t.co/G11gi2t3Mg,none
"Hub multifonction 8K @ 30Hz, Usb C 3.1, pour Macbook Pro, Type C vers HDMI, RJ45 PD, adaptateur 100W 

--&gt;   ðŸ‘  Liv €¦ https://t.co/0f3FpsyNVU",none
@galligatano Elle s'y simplement stupide. Comme si  «  lesbienne   » était marqué sur leur front. Si ça se trouve certa €¦ https://t.co/9R71aVFnzT,none
"@LittleMissKitk2 @YANA41701500 @PrimeVideoFR Jojo 75% du casting ils sont PD comme des phoques, y'a un fil rouge mi €¦ https://t.co/7IVSfbtvlL",homophobia
"@americanflagusa le R pour regular (femme normale) ? et le L pour lesbienne ?? 
ðŸ¤£ðŸ¤£ðŸ¤£",none
@ayaaaosd T'es lesbienne surtout,homophobia
Ptdrrrrrrrr l'autre pd par exemple,homophobia
"Embiid à  40 pions, Harden à  20 PD et on a faillit prendre ce match chez eux ? Allez on monte en puissance,2023 c'est pour nous",none
"@OhBungalowBill Moi ça m'intéresse. Il y a des tas de trucs à  raconter : sa grave addiction à  la drogue, sa relatio €¦ https://t.co/P3Jb4OTKNp",none
@GG_RMC Cette séquence m'a mis très mal à  l'aise  €¦ comme si il se défoulait de pouvoir dire pd tarlouze etc a l'ant €¦ https://t.co/mq5fiu2Xan,homophobia
@Djame_ @sry_fr_nthg Jte bas à  la bagarre la lesbienne,homophobia
Bon réveillon et Noël à  tous les pd https://t.co/NWJJD9W5Kq,homophobia
@Nosukezer50094 Ptdr t'ai tjrs dit ton anime de pede allait te laisser,homophobia
"Batterie externe PD 20W 10000mAh 20000 mAh ou 30000mAh charge rapide 

--&gt;   ðŸ‘  Livraison Gratuite
--&gt;   ðŸ›’ €¦ https://t.co/NZy9GLOZSQ",none
"@RDVauCECOS Màªme lesbienne,il y a encore beaucoup de femmes qui essayent l'insémination sauvage (avec ces risques) €¦ https://t.co/6p1E4I7AnU",none
"aucon Magnetic USB C Adapter, 24Pins Type C Connector, PD 100W Fast Charging 10Gbs Data Transfer 6Y6GWVE €¦ https://t.co/wJ9xS5KuF7",none
"@MagadjiSobour @Valora_Devie àŠtre Gay ou lesbienne, devrait àªtre considéré comme un crime contre l'humanité, car c' €¦ https://t.co/yeT5kLK6Pq",homophobia
@Melanie_Vogel_ @TerryReintke Je ne savais pas que vous étiez lesbienne. Maintenant je le sais. Et alors ?  €¦.,none
S'en est quand màªme suivi avec cette màªme maman et son amie lesbienne une conversation de trente minutes où elles o €¦ https://t.co/XFzykZWGBK,none
@oeecpasmoi @Mihawkqlf Vous prenez trop la confiance quand vous allez à  la salle bande de pd,homophobia
super vous àªtes pd,homophobia
@theonlyzorbas J'espère c'est du troll gros pd,homophobia
Les ðŸ’‰x3 ont  considérablement réduit les  defenses imminutaires  sur les souris  (cellules CD4 + et CD8 + T et augm €¦ https://t.co/c41ssvI8FJ,none
@Nikzebi212 @meliimtx Là¢che pd de moha,homophobia
@Jeantoutcourt2 Pourquoi l'extràªme gauche a toujours des lunettes et un air PD,homophobia
"@_Confessfantasm ah ouais on généralise bien la hein... bah si c'est si vrai, deviens lesbienne au pire et les mecs €¦ https://t.co/LR37ZNXGIJ",none
"@sebastiendelogu @KVacher13 @institutkurde @Le_CDKF @tkns_mars Pauvre con, islamo collabo, traître à  la nation, va €¦ https://t.co/a0vh1Ky6oJ",homophobia
@AidelZack Pk t'es lesbienne mgl ?,homophobia
@30deuxx Tu veux qu'on parle de poils sur le menton ? Pd va,homophobia
@PD2023 @Coach_JoFo Congrats PDðŸ”¥,homophobia
@BFMTV C encore un petit pede qui n'arrive pas a baiser du coup il se vange comme un con il n'y a rien de politique €¦ https://t.co/en5RWQocVB,homophobia
@duarigg @Yartaoui35 à‡a devient un sport de pd tlmd soffusque de tout a l'époque tout ça c'était normal et encore p €¦ https://t.co/neVglNurkc,homophobia
Bandes de pd vous avez banni mon compte principal à  12 abonnés @putage,homophobia
@sandrousseau L'extrémisme féministe lesbienne devient pathétique on peut vous comparer à  l'extràªme droite et gauch €¦ https://t.co/jYU7Y69X7M,homophobia
@shenny_sl pd cràª,homophobia
"@GagnonMylne1 Version Homme:

ATTENTION
J'fais c'que j'veux.

Nik, pédé.
Nik les chiottes élèk de pèd.
J'ai du feu €¦ https://t.co/1Z0pwyAnCr",homophobia
Y'en a il te bloque pr te débloquer des vrai pd,homophobia
@LeGoatAraujo J'suis un gros pd si elle a fait plus 4K,homophobia
