ID,Text,Label
5045,@kouhastabme Quel gros porc j'espère que toi ça va,none
5046,"RT @GilbertCollard: En Espagne, à  #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arràªter de croire que ces €¦",none
5047,"@Goaldorak2 Non pas sympa ,""cas isolés entends parfois,si on va par là  y a une vidéo de rebeu qui crachent sur la F €¦ https://t.co/hFdmr4TeCC",none
5048,@myriampalomba Putain t'as un gros grain toi quand màªme €¦,none
5049,RT @so_mkb: Je vous demande rarement mais là  c'est hyper important alors que t'es un gros compte ou pas je me permets de te demander de ret €¦,none
5050,@Louloub75 @JoelCarassio @MicheLLe__Paris @zehavoc Gros mobilier? En tout cas ils prennent les lave-linge. Et un piano fait moins de 3m3,none
5051,"RT @lae_gmz:  « j'suis attachée mais t'es un Renoi, t'es pas musulman, tu pries pas tu préfère dealer  » mais pitié qui gère la musique de We €¦",Racism
5052,"@laranquette Le gros nul qui ne connaît pas le sujetðŸ˜‚
 Le bio est le - impacté aujourd'hui par l'inflation si tu ach €¦ https://t.co/XeP7SL5R8E",Bullying
5053,@JLcimer @THEVENONPierri1 Attardé va. à‡a veut dire quoi on est chez nous ? Jsuis chez moi aussi et la France n'a ri €¦ https://t.co/3FxB1Xc9y4,none
5054,"RT @TrashTalk_fr: Ja Morant, victime de l'expulsion la plus débile de l'année en NBA : parler à  un fan, c'est désormais condamné https://t. €¦",none
5055,"RT @GilbertCollard: En Espagne, à  #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arràªter de croire que ces €¦",none
5056,@Manskorp13 Le débile c'est toi plutà´t tu nous sort un classement de cette saison pour dire que Giroud a plus marqué que Benzema,Bullying
5057,"RT @norabz: eh beh, un bon gros pavé réactionnaire sur la bouffe (ça commence au dixième paragraphe, cherchez ""inattendu"" dans la page), ça €¦",none
5058,"RT @GilbertCollard: En Espagne, à  #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arràªter de croire que ces €¦",none
5059,@HenryJeanServat Et commenté par un gros con,none
5060,"@notgood67875506 @ViotMathilde La reconnaissance que tout le monde peut àªtre toxique, qu'on doit prendre la parole €¦ https://t.co/9mWW8iNaxf",none
5061,"RT @GilbertCollard: En Espagne, à  #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arràªter de croire que ces €¦",none
5062,"RT @LeaFrct: Ma petite sÅ“ur de 20 ans étudie à  #Bordeaux, elle vient de me raconter sa soirée après France-Maroc. Elle a croisé la route de €¦",none
5063,"RT @franckwatier: les mots en liberté le désert de l'hébreu
 
 les gros mots incessants à” symbole de l'affreux
 
 tu as tué les mots et l'amour €¦",none
5064,RT @IC3COOKY: moi j'ai compris le but de l'anime en gros faut pas aller dans les boîtes de nuit c'est que des trucs haram après ça te retou €¦,none
5065,"@chronik59 @letheoricien228 Nan ça c'est ce qu'on raconte en pour soulager sa conscience.
 Un gros a un moment donné €¦ https://t.co/tJYT6VjERA",none
5066,"RT @realmarcel1: L'enchaînement du gros plan sur l'énorme lustre allumé en pleine journée et  « la sobriété, ça fonctionne  » dans cette vidé €¦",none
5067,@Ouedbass @elhajalisherine @araghrebin Et ? Au lieu des les mépriser comme le gros connard misogyne que tu es tu lu €¦ https://t.co/CfMmUIeokL,Bullying
5068,"RT @Benzaie_tgwtg: Merci à  @XavDang pour son raid, permettant à  la France de voir mon gros niveau SILVER sur SF6 !",none
5069,"@FDhuiege Merci Fabien ðŸ¤— je t'en souhaite tout autant ðŸ«¶
 Passe un excellent dimanche, gros bisous ðŸ¥°ðŸ˜˜ðŸ˜˜",none
5070,"@LesChartreux34 @Flasholl1 Cc William, merci ðŸ˜ƒ
 C'est déjà  à  moitié chez moi ðŸ˜‰ ma terre d'adoption ðŸ˜ðŸ«¶
 Passe un excel €¦ https://t.co/BUyovvIrya",none
5071,@Sarah41659531 MacKinsey ayant des labos pour plus gros clients...,none
5072,"@Sarah41659531 Vu les lois passées sous Pétain, il y a de fortes chances qu'ils aient financé la Cagoule qui l'a po €¦ https://t.co/Z3ckQm6Ygn",none
5073,"RT @ColonelBigBoss: ðŸ‘‰ðŸ»Zelensky le poudré veut tuer Poutine dans un combat singulier.
 ðŸ‘‰ðŸ»Rappel : Zelensky a 44 ans et Poutine 70 ans.
  ž¡ï¸Aucu €¦",none
5074,"RT @GilbertCollard: En Espagne, à  #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arràªter de croire que ces €¦",none
5075,"RT @LeRobert_com: Qui choisit les nouveaux mots et sur quels critères ? Comment les repère-t-on ? Découvrez vite ce ""Top 12 des questions q €¦",none
5076,"RT @GilbertCollard: En Espagne, à  #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arràªter de croire que ces €¦",none
5077,"RT @LeaFrct: Ma petite sÅ“ur de 20 ans étudie à  #Bordeaux, elle vient de me raconter sa soirée après France-Maroc. Elle a croisé la route de €¦",none
5078,@gauthiera974 @Mano1k @pnk_matthieu BOUH LE GROS NULLOS REGARDEZ LE IL A LE SEUM BOUHHH ðŸ«µðŸ«µðŸ«µ https://t.co/bpuPeY826n,none
5079,@DeQuoiJeMeMele3 @Super_NoNo_1980 @BFMTV (Et la majorité des Argentins n'étaient pas des colons mais de simples imm €¦ https://t.co/9qR9hsYaFd,none
5080,"RT @GilbertCollard: En Espagne, à  #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arràªter de croire que ces €¦",none
5081,RT @MaryC7773: Bravo à  Eric Revel qui remet à  sa place les affreux gauchistes que sont le gros Dray et l'affreux Zeribi. Ils sont tellement €¦,none
5082,RT @nonod971: Mais t'es débile ou quoi ? T'étais màªme pas né que la loi sur la séparation de l'Eglise et de l'Etat EXISTAIT DEJA. 1905 ça t €¦,none
5083,RT @couchloukoum__: Dans le dossier harcèlement dans la télé-réalité on a pas assez parlé du cas Anais sur Martika,sexism
5084,"RT @GilbertCollard: En Espagne, à  #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arràªter de croire que ces €¦",none
5085,RT @charliemedusa: dans le métro bondé quelqu'un s'est fait pousser par des gens qui entraient en masse et a là¢ché  « Pécresse !!  » puis que €¦,none
5086,"RT @LadyPixie6: Les gens qui utilisent l'argument de la justice réhabilitative pour défendre Quatennens, eh gros sayer :
 
 - Il a pris du su €¦",none
5087,"@Suzy77J @SebastienNou @EtchePas @MichelleTouss32 C'est pas un peu gros ? Et flinguer son propre président JFK, c'est pas gros aussi ?",none
5088,RT @souleyyk: pour avoir twitter en blanc faut vraiment àªtre un gros rac!ste,none
5089,RT @so_mkb: Je vous demande rarement mais là  c'est hyper important alors que t'es un gros compte ou pas je me permets de te demander de ret €¦,none
5090,"RT @ARM_Magniac: Hier je me suis disputé avec une débile de ma promo; toux &amp; fièvre depuis mercredi. Pas de TAG fait, car y aurait plus de €¦",none
5091,"RT @GilbertCollard: En Espagne, à  #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arràªter de croire que ces €¦",none
5092,RT @Remontada_YT: RT + fav si t'es pas un fils de pute. https://t.co/S5tX8VbXQq,Hate_Speech
5093,"RT @GilbertCollard: En Espagne, à  #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arràªter de croire que ces €¦",none
5094,RT @kevinbossuet:  « Il faut dans l'enseignement de l'#histoire renouer avec le récit national afin que tous les élèves quelle que soit leur €¦,none
5095,"RT @GilbertCollard: En Espagne, à  #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arràªter de croire que ces €¦",none
5096,"RT @realmarcel1: L'enchaînement du gros plan sur l'énorme lustre allumé en pleine journée et  « la sobriété, ça fonctionne  » dans cette vidé €¦",none
5097,"@fanch_mrl Grosses voitures, gros flingues, petites ðŸ†",none
5098,"RT @GilbertCollard: En Espagne, à  #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arràªter de croire que ces €¦",none
5099,@nbouzou Venezuela Sanitaire ? ..une pseudo analyse biaisée pour arriver à  cette formule choc. L'industrie pharmace €¦ https://t.co/o4xllJOKJg,none
5100,"@Simon_WrightFR @AlainTerrieur77 @JcBrisard Absolument PERSONNE n'a tenté d'étouffer la vérité, d'autant plus que l €¦ https://t.co/wm2ZqrzZvd",none
5101,"RT @GilbertCollard: En Espagne, à  #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arràªter de croire que ces €¦",none
5102,"RT @lae_gmz:  « j'suis attachée mais t'es un Renoi, t'es pas musulman, tu pries pas tu préfère dealer  » mais pitié qui gère la musique de We €¦",Racism
5103,"RT @NainAnonyme: Les khmers verts à  #Lyon vont frapper les classes moyennes. Comme toujours, ce sont eux qui vont se prendre cette réforme €¦",none
5104,@IbaiLlanos Toujours il crie quand il parle il hyperventile ce gros tas,Bullying
5105,"@MrSergeDada Je t'assure, il n'existe pas de plus gros chat noir que ce mec",Racism
5106,"RT @marc_vanguard: Les populations issues de pays non-occidentaux sont sur-représentées dans les incivilités, comme les menaces ou le harcè €¦",Hate_Speech
5107,"RT @GilbertCollard: En Espagne, à  #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arràªter de croire que ces €¦",none
5108,RT @JordiPasAlba: KB9 qui fait le gangster sur son compte Instagram et expliquant  « qu'il n'est pas intéressé  » la veille de la finale de  « €¦,none
5109,"Journée Namjoon activité.
 Je vais me poser vraiment 
 et bien tout regarder, Nam 
 à  beaucoup bosser pour cela
 revoir €¦ https://t.co/vsxq2XORwm",none
5110,"RT @camsouu7: àŠtre une femme en 2022 voilà  : un connard se branle sans aucun gàªne sur moi dans le @RERD_SNCF , quand est-ce qu'on pourra en €¦",sexism
5111,"@Mat_le_gros @ZohraBitan En réunion, ou rendez-vous, lors des rencontres orientations.. on ne nous interdit pas la politesse  €¦.",none
5112,"RT @GilbertCollard: En Espagne, à  #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arràªter de croire que ces €¦",none
5113,"RT @GilbertCollard: En Espagne, à  #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arràªter de croire que ces €¦",none
5114,@BOROWSKIMIKE Ce type est un gros con,Bullying
5115,RT @PVolimte: @France2tv @CDechavanne @LeaSalame @fredmusa @J_Bardella @MaryseBurgot @juliedebona Dechavanne et Salame ont bien montre qu i €¦,none
5116,"@BFMTV Il y a des restes des nazis encore présent en Argentine, ce gros dégueulasse en est la preuve.",Racism
5117,RT @so_mkb: Je vous demande rarement mais là  c'est hyper important alors que t'es un gros compte ou pas je me permets de te demander de ret €¦,none
5118,@AttorneyJohanna Il s'est dit: gros c'est quoi ce gensðŸ˜¹,none
5119,"@VF_Agency Mdrrr ce qui me fume par dessus tout c'est que lorsque ça s'est passé, y'avait €¦ 0 rebeu dans l'équipe pt €¦ https://t.co/7pIYzzZ8Ob",none
5120,"RT @Vanneur: Yassine Bounou = meilleur gardien. Il a réussi une parade exceptionnelle màªme après le match, lorsque l'arbitre a mis sa main €¦",none
5121,"RT @lae_gmz:  « j'suis attachée mais t'es un Renoi, t'es pas musulman, tu pries pas tu préfère dealer  » mais pitié qui gère la musique de We €¦",Racism
5122,"RT @lae_gmz:  « j'suis attachée mais t'es un Renoi, t'es pas musulman, tu pries pas tu préfère dealer  » mais pitié qui gère la musique de We €¦",Racism
5123,RT @AilpheK: En gros le code de la consommation autorise les opérateurs à  faire des augmentations sauvages sans accord du consommateur (wha €¦,none
5124,RT @eymeric94: J'espère tellement que la France va gagner juste pour que ces gros racistes de merde pleure toutes les larmes de leurs corps,Racism
5125,"RT @Kph237: C'est bientà´t les fàªtes mamaaa ðŸ˜± ...
 
 Ma chérie, il faut que 2023 te voit au top niveau ohh ....
 
 &lt; RASTA SIMPLE &gt;
 
 - Gros modè €¦",none
5126,RT @JeanMLepiaf: @pjacquemain C'est surtout un gros con narcissique et autoritaire admiré par quelques nabots abrutis au QI de bulot nostal €¦,Bullying
5127,@dio_brando996 Ce fils de pute,Hate_Speech
5128,@pettypiment @Kefaland Elle ne s'attendait pas à  autant de haine et d'harcèlement organisé,none
5129,"@reveliodemure Et grà¢ce à  ce documentaire, on peut réaliser qu'ils ont traversé beaucoup d'épreuve dont le harcèlem €¦ https://t.co/yGBe29933q",none
5130,"RT @NFLFrance: ðŸŽ¥ LE PLUS GROS COMEBACK DE L'HISTOIRE ! @dalvincook marque un TD de 64 YARDS, et @TheeHOCK8 marque la conversion à  2 points €¦",none
5131,"RT @GilbertCollard: En Espagne, à  #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arràªter de croire que ces €¦",none
5132,"Dire  « ultra-conne  », c'est participé à  la banalisation politique de la connerie ?. https://t.co/xa2HQfNFFF",none
5133,"@Gdams70 Exact mais plus personne ne va voter, l'abstention obtient toujours le plus gros pourcentage, pourtant il €¦ https://t.co/yBPVAROG7z",none
5134,"@Nudibranche07 @CapriFini On pense sérieusement à  acheter des lunettes de piscine à  la vue pour notre fils 7 ans, 4 €¦ https://t.co/g8NSW6mAxT",none
5135,RT @Hazardeux_: Jsuis mort elle a gagné un voyage en Guadeloupe en gros ça lui a dit retourne dans ton pays,none
5136,@prettygirliving tout twitter était parti voir le gros caca !!!,none
5137,"RT @camsouu7: àŠtre une femme en 2022 voilà  : un connard se branle sans aucun gàªne sur moi dans le @RERD_SNCF , quand est-ce qu'on pourra en €¦",sexism
5138,"RT @GilbertCollard: En Espagne, à  #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arràªter de croire que ces €¦",none
5139,"RT @GilbertCollard: En Espagne, à  #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arràªter de croire que ces €¦",none
5140,"RT @GilbertCollard: En Espagne, à  #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arràªter de croire que ces €¦",none
5141,"RT @Verriere_F: Gros affichage sur #Pau et son agglomération ce matin.
 Vive nos traditions !
 Bonnes fàªtes et joyeux Noël à  tous ! https://t €¦",none
5142,J'ai compris.. ils ont mit tout les gros animés au printemps et ont mit deux trois tàªtes en hiver,none
5143,@letheoricien228 Jamais vu autant de fils de pute de grossophobe en un tweet.. faites une réunion que je vous refas €¦ https://t.co/JmSfGim9QM,Bullying
5144,Ptdr les mecs qu'aiment les gros seins sur twitter c'est vraiment dès chiens ptdr,sexism
5145,"RT @realmarcel1: L'enchaînement du gros plan sur l'énorme lustre allumé en pleine journée et  « la sobriété, ça fonctionne  » dans cette vidé €¦",none
5146,@L_ThinkTank Sale temps pour les p'tits gros,none
5147,@archaeologymag Espérons que cette fois aucun débile mental ne viendra exploser ça à  la dynamite,none
5148,RT @so_mkb: Je vous demande rarement mais là  c'est hyper important alors que t'es un gros compte ou pas je me permets de te demander de ret €¦,none
5149,RT @coriandre34: Bill Gates prévoit une  « contagion catastrophique  » capable de tuer de jeunes adultes et des enfants €¦que nous prépare Gate €¦,none
5150,"Ce film est tellement un gros foutage de gueule, au final. https://t.co/QcVkYuPMRR",none
5151,@Moi16782227 Trop gros le V https://t.co/yNYCJisstW,none
5152,"@_khadim_thiam_ Faudrait se coucher ensuite dormir et se réveille pour ça
 Débile t'as voulu faire quoi là ",none
5153,"RT @realmarcel1: L'enchaînement du gros plan sur l'énorme lustre allumé en pleine journée et  « la sobriété, ça fonctionne  » dans cette vidé €¦",none
5154,"RT @lae_gmz:  « j'suis attachée mais t'es un Renoi, t'es pas musulman, tu pries pas tu préfère dealer  » mais pitié qui gère la musique de We €¦",Racism
5155,@KaiKenza Coucou la petite famille bon dimanche a vous bisous christine gros bisous a princesse,none
5156,"RT @fijadalupa: Après avoir accusé les Anglais au stade de France, le gouvernement pointe les exactions de l'extràªme-droite suite aux viole €¦",none
5157,@SebStub @AfpFactuel @MonicaGandhi9 Putain ce debile!,Hate_Speech
5158,@WAibibaouen @badflexeur @ActuFoot_ En gros une vidéo dans laquelle il se branle a leak et son sperme est jaune sur la vidéo,sexism
5159,"RT @LeaFrct: Ma petite sÅ“ur de 20 ans étudie à  #Bordeaux, elle vient de me raconter sa soirée après France-Maroc. Elle a croisé la route de €¦",none
5160,RT @couchloukoum__: Dans le dossier harcèlement dans la télé-réalité on a pas assez parlé du cas Anais sur Martika,sexism
5161,RT @couchloukoum__: Au delà  du harcèlement moral à  longueur de la journée il y a vraiment eu de la violence physique à  plusieurs reprises,Bullying
5162,RT @so_mkb: Je vous demande rarement mais là  c'est hyper important alors que t'es un gros compte ou pas je me permets de te demander de ret €¦,none
5163,"RT @GilbertCollard: En Espagne, à  #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arràªter de croire que ces €¦",none
5164,@akeR____ Plus gros comeback de l'histoire Minnesota. Il y avait 0/33,none
5165,@DeBunKerEtoiles @BetterCallDoy @Poulin2012 Le délateur des étoiles se prend pour Jean Moulin. Arràªte twitter et va €¦ https://t.co/Vo6weZNoBl,none
5166,"@vulcaiinn @OffTrack_FR Qui pleure ? 
 il faut etre debile pour croire qu un pilote peut travailler sur une voiture €¦ https://t.co/grtusSgkY0",none
5167,@compteprivedubg (dis)pute séparation alcool ðŸ¤©,none
5168,"RT @Amos_Makanda1: ðŸ“Le nom de l'à‰ternel est une tour forte; Le juste s'y réfugie, et se trouve en sà»reté.",none
5169,"RT @GilbertCollard: En Espagne, à  #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arràªter de croire que ces €¦",none
5170,"RT @realmarcel1: L'enchaînement du gros plan sur l'énorme lustre allumé en pleine journée et  « la sobriété, ça fonctionne  » dans cette vidé €¦",none
5171,"@ghettoblaster57 @FrenchRapUS ""je le répète depuis octobre"" mais personne te connais gros",Bullying
5172,"RT @GilbertCollard: En Espagne, à  #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arràªter de croire que ces €¦",none
5173,@DunandVictor @NicolasMeilhan C'est le gros point qui est négligé dans la transition et le pétrole va nous rattrape €¦ https://t.co/JtAoGdG6pJ,none
5174,"RT @NWRLND: @VF_Agency Mdrrr ce qui me fume par dessus tout c'est que lorsque ça s'est passé, y'avait €¦ 0 rebeu dans l'équipe ptdrr. Vous av €¦",none
5175,"RT @GilbertCollard: En Espagne, à  #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arràªter de croire que ces €¦",none
5176,RT @so_mkb: Je vous demande rarement mais là  c'est hyper important alors que t'es un gros compte ou pas je me permets de te demander de ret €¦,none
5177,"RT @realmarcel1: L'enchaînement du gros plan sur l'énorme lustre allumé en pleine journée et  « la sobriété, ça fonctionne  » dans cette vidé €¦",none
5178,RT @Remontada_YT: RT + fav si t'es pas un fils de pute. https://t.co/S5tX8VbXQq,Bullying
5179,"RT @GilbertCollard: En Espagne, à  #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arràªter de croire que ces €¦",None
5180,La dernière fois je devais aller chez des potes pour réviser avec un pote c'est pas on marche on vois un trucs au l €¦ https://t.co/AA8JIRVgEt,None
5181,"RT @GilbertCollard: En Espagne, à  #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arràªter de croire que ces €¦",None
5182,j'ai le droit d'àªtre là  ? avec mes gros piercings ? ma coloration de tympe ? mes tatouages ? ai-je màªme le droit d'àªtre sur twitter ????,Bullying
5183,@alexanebtl j'ai envie de lui niquer sa mère à  cette grande pute de merde,Hate_Speech
5184,"@BergReizen Après le ban pour irrespect fait pas de toi quelqu'un de clean 
 Dire ""tg"" ou ""fils de pute"" màªme à  un s €¦ https://t.co/ypUCWjaR6u",Hate_Speech
5185,"12.06.22  €¢ Roméo Elvis 
 
 c'était pas prévu qu'on aille le voir heureusement qu'on a été pcq GROS BANGER ??? il est €¦ https://t.co/ePm3DZJ3d2",None
5186,"RT @GilbertCollard: En Espagne, à  #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arràªter de croire que ces €¦",None
5187,@blatarder_zer @RMCsport Tu dois surtout àªtre un gros fdp,None
5188,"La Nuit juste avant les foràªts,
 Dans la Solitude des champs de coton,
 Combat de nègre et de chiens.
 
 Les Amertumes €¦ https://t.co/gvcmGVvOWl",Hate_Speech
5189,@PopeGregoireX @Ecolo @PatrickDupriez @QuentinleBussy C'est surtout un gros retour social en arrière qu'ils prà´nent €¦ https://t.co/F27KIwyvCc,None
5190,@cfootcameroun @90footballFr Le plus gros flop lors de la can 2021,none
5191,"RT @GilbertCollard: En Espagne, à  #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arràªter de croire que ces €¦",None
5192,RT @so_mkb: Je vous demande rarement mais là  c'est hyper important alors que t'es un gros compte ou pas je me permets de te demander de ret €¦,None
5193,"à€ l'approche de Noël et pour clore 2022, dans un soucis d'apaisement je viens de débloquer un gros paquet de compt €¦ https://t.co/PHSfefIFTI",none
5194,"@Sabistarian C'est une console portable lancée pas Valve qui fonctionne avec Steam, qu'on peut brancher à  la télé e €¦ https://t.co/vnqW647y0w",none
5195,"RT @GilbertCollard: En Espagne, à  #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arràªter de croire que ces €¦",None
5196,"@Roydlee23 Ptdr t'es un gros footix toi ðŸ˜‚ðŸ¤£ quand c'est le Brésil c'est des drapeaux brésiliens, mtn argentine ðŸ¤£ðŸ¤£ ptdrrr va te faire enculer",Hate_Speech
5197,Tous les gros racistes et misogynes qui ont vu Aya au concert de Damso VOUS Mà‰RITEZ PAS PUTAIN,Hate_Speech
5198,Comprenez le qu'on le fait pas pour faire les  « ricains  » ou pour  « les caméras  » ptdrrrrr gros tout l'univers du b €¦ https://t.co/IwV6Ucgrg7,None
5199,Ok gros bouffon https://t.co/Z6exwC4oTt,Hate_Speech
5200,"Qui se lève à  8h30 un dimanche pour faire du manage et monter des meubles.. QUI ?!
 Ba votre conne préféré..",Hate_Speech
5201,@VieDeLaJoconde Le demon débile,Hate_Speech
5202,"RT @Lass2fois: La 3e étoiles ou rien, fuck l'Argentine et ses gros suceurs",Racism
5203,"@geugjinhi aller voir un médecin je pense que n'importe lequel mais si tu as mal va aux urgences, si t'as des preuv €¦ https://t.co/mRR9w88AXv",none
5204,"RT @GilbertCollard: En Espagne, à  #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arràªter de croire que ces €¦",None
5205,"RT @lae_gmz:  « j'suis attachée mais t'es un Renoi, t'es pas musulman, tu pries pas tu préfère dealer  » mais pitié qui gère la musique de We €¦",Hate_Speech
5206,"RT @Yavdoha:  « Plus de chauffage. Je dors en bonnet et avec des gros gants en laine, dis ma copine d'enfance. Difficile de s'endormir, mais €¦",none
5207,bon j'espère la france gagnera contre ce pays de gros racistes,Hate_Speech
5208,RT @MSolidarites: ðŸ“¢Appel à  des manifestations sur tout le territoire le 18 décembre 2022 à  l'occasion de la journée internationale des migr €¦,Hate_Speech
5209,La vie gros tt le temp mon gzrs c incroyable ðŸ¥² https://t.co/hVsfrM8t4I,None
5210,RT @syylllia: Gros MINUIT ??? on va connaître les champions du monde avant miss France à  ce rythme,none
5211,"RT @ThisIsDamso: Mettez du respect sur le blase de Damso.
 En toute honnàªteté, son équipe et lui sont les seuls dans l'industrie à  faire ce €¦",none
5212,RT @IlanLamar: @Cdanslair Le gros problème chère madame c'est que les populations sont de plus en plus informées et en plus ont eu accès au €¦,none
5213,"@CalmettesHelene La question c'est ""pourquoi lui dire non ?""
 
 Certes c'est prendre un gros risque de regrets MAIS : €¦ https://t.co/LsxDIPZi01",none
5214,"@ZeetooneOP @AAKAGAMI_OP Vraiment le gear 5 à  zéro hype, comparée à  l'apparition du gear 4 et toutes ses alternativ €¦ https://t.co/p9Yh4HbCqY",none
5215,"Sur 100% de gros 24% ne le sont pas par choix maladies,stresses,fatigue,métabolisme €¦tout le reste ce sont des balei €¦ https://t.co/4zvtr2aM9E",Hate_Speech
5216,"RT @BFMTV: ""L'Argentine, ça va àªtre un gros morceau""
 
 Alain Giresse, ancien footballeur de l'équipe de France, est à  Doha pour soutenir les €¦",none
5217,Félicitations à  Paké qui franchit un gros cap avant 2023 ðŸ˜Š https://t.co/9Xidx6qyvS,none
5218,"RT @LadyPixie6: Les gens qui utilisent l'argument de la justice réhabilitative pour défendre Quatennens, eh gros sayer :
 
 - Il a pris du su €¦",none
5219,RT @couchloukoum__: Dans le dossier harcèlement dans la télé-réalité on a pas assez parlé du cas Anais sur Martika,Hate_Speech
5220,RT @Martinu74491578: MIEUX VAUT en RIRE ... C'est tellement gros ! FRANCE NFO c'est QUOI déjà  ?ðŸ¤£ðŸ¤£ðŸ¤£ https://t.co/L9TUXZGMR8,Hate_Speech
5221,"RT @lae_gmz:  « j'suis attachée mais t'es un Renoi, t'es pas musulman, tu pries pas tu préfère dealer  » mais pitié qui gère la musique de We €¦",Hate_Speech
5222,"RT @camsouu7: àŠtre une femme en 2022 voilà  : un connard se branle sans aucun gàªne sur moi dans le @RERD_SNCF , quand est-ce qu'on pourra en €¦",Hate_Speech
5223,"@FriendliestBear Superdofin (en raid ) en gros tu lui fais faire eau-revoir qu'est l'équivalent de demi tour, et qu €¦ https://t.co/vh8p5k4HGP",none
5224,@ArobaseAuber Bah oui gros,none
5225,"RT @realmarcel1: L'enchaînement du gros plan sur l'énorme lustre allumé en pleine journée et  « la sobriété, ça fonctionne  » dans cette vidé €¦",none
5226,"Ei Miko
 Beidou Ningguang 
 Xingqiu Chongyun
 
 D'ailleurs si je dois faire un ordre de préférence c'est de bas en haut €¦ https://t.co/9fa7TuoMhR",none
5227,"RT @GilbertCollard: En Espagne, à  #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arràªter de croire que ces €¦",None
5228,"RT @Nostalgift: ðŸ—£ï¸ [GROS Dà‰BAT] On sait que vous aimez les 2 mais il est temps de trancher !
 
 Quelle est la meilleure des saga ? 
 
 ðŸ” RT PO €¦",None
5229,RT @mangeTaSoeeur: Mon gros chibre dans vos bouches les argentins bande de fils de p*te ce soir c'est pour nous,sexism
5230,"@GaliaAckerman @DeskRussie Tant que tu n'est pas encore frappée par autre chose, estime toi heureuse vieille pute !ðŸ–•ðŸ–•ðŸ–•",Hate_Speech
5231,@dahmien7 Et 2 gros sac mort pour la table 7 ðŸ¤£ðŸ¤£,none
5232,"Nan wAllah c'est trop Scenic 2 beige un peu cabossé sur le coté immatriculé KF 668 ?? Si je me souviens bien, ce fi €¦ https://t.co/xkJD5uKbR7",none
5233,@2600_888 Perso j'dis renoi et rebeu j'espère que j'insulte personne en disant ça j'aurais le seum,Hate_Speech
5234,RT @so_mkb: Je vous demande rarement mais là  c'est hyper important alors que t'es un gros compte ou pas je me permets de te demander de ret €¦,none
5235,"Alors, encore une fois, accusez moi de manspalining, masculinisme, harcèlement ou ce que vous voulez, si ça vous ch €¦ https://t.co/G01YTKdVgX",Hate_Speech
5236,"Pas mal de monde relève en gros une grosse incohérence, un gros mensonge : Malika Daoust prétend avoir dénoncé de l €¦ https://t.co/aZheu729NG",none
5237,"RT @CharliB97783485: @revmondiale2 cet article permet de dégrossir les contours de la crise 
 https://t.co/MC0upXnVyc
 
 celui-là  sur une appr €¦",none
5238,"@MaadjouDT Dans toute chose si le départ est bon et bien entrepris le reste sera facile, Madjiou chez nous le dépar €¦ https://t.co/UgxoTZ5WpW",none
5239,"RT @GilbertCollard: En Espagne, à  #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arràªter de croire que ces €¦",None
5240,"RT @lae_gmz:  « j'suis attachée mais t'es un Renoi, t'es pas musulman, tu pries pas tu préfère dealer  » mais pitié qui gère la musique de We €¦",Hate_Speech
5241,"RT @realmarcel1: L'enchaînement du gros plan sur l'énorme lustre allumé en pleine journée et  « la sobriété, ça fonctionne  » dans cette vidé €¦",None
5242,@MarieCPalot L'ignoble débile... C'est moi rien à  redire x),Hate_Speech
5243,"RT @ulmoo95:  « Met toi avec un renoi  », on est des objets ? https://t.co/nS6g38nDbt",Hate_Speech
